Código Ámbito,Ámbito,Código área (M49),Área,Código indicador,Indicador,Código de sexo,Sexo,Código año,Año,Código Elemento,Elemento,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2008","2008","6199","Valor","3022","Household survey","1000 No.","4631.71","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2009","2009","6199","Valor","3022","Household survey","1000 No.","4691.74","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2011","2011","6199","Valor","3022","Household survey","1000 No.","4078.73","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2012","2012","6199","Valor","3022","Household survey","1000 No.","3655.07","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2013","2013","6199","Valor","3022","Household survey","1000 No.","3573.47","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2014","2014","6199","Valor","3022","Household survey","1000 No.","3330","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2015","2015","6199","Valor","3022","Household survey","1000 No.","3275.54","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2016","2016","6199","Valor","3022","Household survey","1000 No.","3449.56","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2017","2017","6199","Valor","3022","Household survey","1000 No.","3368.38","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2018","2018","6199","Valor","3022","Household survey","1000 No.","3481.97","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2019","2019","6199","Valor","3022","Household survey","1000 No.","3533.08","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2020","2020","6199","Valor","3022","Household survey","1000 No.","3276.85","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2021","2021","6199","Valor","3022","Household survey","1000 No.","3468.57","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","1995","1995","6199","Valor","3022","Household survey","1000 No.","9078.25","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","1996","1996","6199","Valor","3022","Household survey","1000 No.","8459.5","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","1997","1997","6199","Valor","3022","Household survey","1000 No.","8702.76","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","1998","1998","6199","Valor","3022","Household survey","1000 No.","8659.32","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","1999","1999","6199","Valor","3022","Household survey","1000 No.","9030.7","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2001","2001","6199","Valor","3022","Household survey","1000 No.","10249.05","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2002","2002","6199","Valor","3022","Household survey","1000 No.","10716.28","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2003","2003","6199","Valor","3022","Household survey","1000 No.","10959.18","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2004","2004","6199","Valor","3022","Household survey","1000 No.","11862.76","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2005","2005","6199","Valor","3022","Household survey","1000 No.","11852.93","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2006","2006","6199","Valor","3022","Household survey","1000 No.","11520.12","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2007","2007","6199","Valor","3022","Household survey","1000 No.","10992.11","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2008","2008","6199","Valor","3022","Household survey","1000 No.","10706.83","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2009","2009","6199","Valor","3022","Household survey","1000 No.","10390.54","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2011","2011","6199","Valor","3022","Household survey","1000 No.","9889.15","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2012","2012","6199","Valor","3022","Household survey","1000 No.","6476.05","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2013","2013","6199","Valor","3022","Household survey","1000 No.","6410.34","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2014","2014","6199","Valor","3022","Household survey","1000 No.","6044.57","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2015","2015","6199","Valor","3022","Household survey","1000 No.","5948.11","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2016","2016","6199","Valor","3022","Household survey","1000 No.","5543.74","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2017","2017","6199","Valor","3022","Household survey","1000 No.","5053.25","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2018","2018","6199","Valor","3022","Household survey","1000 No.","4917.58","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2019","2019","6199","Valor","3022","Household survey","1000 No.","4873.1","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2020","2020","6199","Valor","3022","Household survey","1000 No.","4919.48","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2021","2021","6199","Valor","3022","Household survey","1000 No.","5318.99","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","1995","1995","6199","Valor","3022","Household survey","1000 No.","29.69","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","1996","1996","6199","Valor","3022","Household survey","1000 No.","61.46","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","1997","1997","6199","Valor","3022","Household survey","1000 No.","27.83","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","1998","1998","6199","Valor","3022","Household survey","1000 No.","30.84","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","1999","1999","6199","Valor","3022","Household survey","1000 No.","21.74","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2001","2001","6199","Valor","3022","Household survey","1000 No.","33.11","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2002","2002","6199","Valor","3022","Household survey","1000 No.","26.92","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2003","2003","6199","Valor","3022","Household survey","1000 No.","18.8","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2004","2004","6199","Valor","3022","Household survey","1000 No.","48.79","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2005","2005","6199","Valor","3022","Household survey","1000 No.","26.53","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2006","2006","6199","Valor","3022","Household survey","1000 No.","34.84","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2007","2007","6199","Valor","3022","Household survey","1000 No.","47.39","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2008","2008","6199","Valor","3022","Household survey","1000 No.","39.28","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2009","2009","6199","Valor","3022","Household survey","1000 No.","26.8","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","076","Brasil","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2011","2011","6199","Valor","3022","Household survey","1000 No.","32.88","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","20.4","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","2.54","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","2.14","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","4.33","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","2.9","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","2.99","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","12.43","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","0.98","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","0.7","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","2.77","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","0.76","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","1.55","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","6.7","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","1.56","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","1.44","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","1.56","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","2.14","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","1.44","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","096","Brunei Darussalam","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","1.26","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","251.06","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","230.64","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","209.58","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","201.01","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","188.95","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","195.46","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","208.93","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","207.86","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","203.74","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","220.96","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","207.37","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","214.08","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","205.59","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","193.57","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","112.46","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","105.59","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","96.66","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","92.38","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","93.38","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","98.94","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","110.63","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","117.35","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","118.05","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","126","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","125.05","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","138.67","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","130.96","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","127.04","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","138.61","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","125.05","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","100","Bulgaria","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","112.92","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
